date,market_id,metric_name,wow_change_pct,direction,rolling_7d_value
2024-11-25,IN,offer_impression_count,-24.69,decrease,581461.0733
2024-11-25,IN,offer_redemption_count,-24.68,decrease,24075.7674
2024-11-25,IN,offer_redemption_rate,-32.5,decrease,0.1163
2024-11-25,IN,offer_roi,-24.73,decrease,3.7189
2024-11-25,IN,play_points_balance_avg,-24.76,decrease,980.6609
2024-11-25,IN,play_points_burn_rate,-68.27,decrease,58.7705
2024-11-25,IN,play_points_earn_rate,-67.5,decrease,81.7288
2024-11-26,IN,loyalty_driven_purchases,-25.14,decrease,102027.1067
2024-11-26,IN,offer_cost,-22.02,decrease,122131.7356
2024-11-26,IN,offer_ctr,-22.15,decrease,0.0263
2024-11-26,IN,offer_driven_revenue,-22.13,decrease,451965.1358
2024-11-26,IN,offer_funnel_conversion,-22.18,decrease,0.0033
2024-11-26,IN,offer_impression_count,-22.23,decrease,577818.4262
2024-11-26,IN,offer_redemption_count,-22.33,decrease,23911.5654
2024-11-26,IN,offer_redemption_rate,-30.13,decrease,0.1147
2024-11-26,IN,offer_roi,-22.17,decrease,3.6998
2024-11-26,IN,play_points_balance_avg,-22.1,decrease,976.4148
2024-11-26,IN,play_points_burn_rate,-71.13,decrease,49.3479
2024-11-26,IN,play_points_earn_rate,-70.26,decrease,69.0889
2024-11-27,IN,loyalty_driven_purchases,-21.76,decrease,101681.0273
2024-11-27,IN,offer_cost,-18.54,decrease,122079.6889
2024-11-27,IN,offer_ctr,-18.72,decrease,0.0262
2024-11-27,IN,offer_driven_revenue,-18.45,decrease,452312.4989
2024-11-27,IN,offer_funnel_conversion,-18.58,decrease,0.0033
2024-11-27,IN,offer_impression_count,-18.62,decrease,578152.4663
2024-11-27,IN,offer_redemption_count,-18.92,decrease,23900.7405
2024-11-27,IN,offer_redemption_rate,-26.55,decrease,0.114
2024-11-27,IN,offer_roi,-18.62,decrease,3.7011
2024-11-27,IN,play_points_balance_avg,-18.42,decrease,976.9996
2024-11-27,IN,play_points_burn_rate,-71.81,decrease,43.2353
2024-11-27,IN,play_points_earn_rate,-70.79,decrease,60.985
2024-11-28,IN,loyalty_driven_purchases,-17.84,decrease,101380.7452
2024-11-28,IN,offer_cost,-14.94,decrease,121780.9165
2024-11-28,IN,offer_ctr,-14.91,decrease,0.0262
2024-11-28,IN,offer_driven_revenue,-14.62,decrease,452460.3416
2024-11-28,IN,offer_funnel_conversion,-14.86,decrease,0.0033
2024-11-28,IN,offer_impression_count,-14.86,decrease,577562.2631
2024-11-28,IN,offer_redemption_count,-15.01,decrease,23922.8796
2024-11-28,IN,offer_redemption_rate,-22.09,decrease,0.1136
2024-11-28,IN,offer_roi,-14.69,decrease,3.7024
2024-11-28,IN,play_points_balance_avg,-14.43,decrease,976.9627
2024-11-28,IN,play_points_burn_rate,-69.76,decrease,40.1744
2024-11-28,IN,play_points_earn_rate,-68.55,decrease,56.9372
2024-11-29,IN,loyalty_driven_purchases,-13.15,decrease,101409.7199
2024-11-29,IN,offer_cost,-10.66,decrease,121699.598
2024-11-29,IN,offer_ctr,-10.69,decrease,0.0262
2024-11-29,IN,offer_driven_revenue,-10.58,decrease,451749.0022
2024-11-29,IN,offer_funnel_conversion,-10.53,decrease,0.0033
2024-11-29,IN,offer_impression_count,-10.41,decrease,578491.7235
2024-11-29,IN,offer_redemption_count,-10.77,decrease,23924.8342
2024-11-29,IN,offer_redemption_rate,-16.44,decrease,0.1137
2024-11-29,IN,offer_roi,-10.49,decrease,3.699
2024-11-29,IN,play_points_balance_avg,-10.19,decrease,976.1503
2024-11-29,IN,play_points_burn_rate,-63.19,decrease,40.193
2024-11-29,IN,play_points_earn_rate,-61.81,decrease,56.9731
2024-11-30,IN,offer_redemption_rate,-10.5,decrease,0.1136
2024-11-30,IN,play_points_burn_rate,-54.68,decrease,40.1955
2024-11-30,IN,play_points_earn_rate,-53.2,decrease,56.9149
2024-11-30,US,loyalty_driven_purchases,11.54,increase,250728.8998
2024-11-30,US,offer_cost,12.11,increase,352604.9583
2024-11-30,US,offer_ctr,11.27,increase,0.0334
2024-11-30,US,offer_driven_revenue,11.41,increase,1784663.5287
2024-11-30,US,offer_funnel_conversion,11.35,increase,0.0062
2024-11-30,US,offer_impression_count,11.21,increase,1176353.3707
2024-11-30,US,offer_redemption_count,10.89,increase,62065.6881
2024-11-30,US,offer_redemption_rate,11.51,increase,0.1902
2024-11-30,US,offer_roi,11.06,increase,5.6376
2024-11-30,US,play_points_balance_avg,11.63,increase,2031.2745
2024-11-30,US,play_points_burn_rate,11.79,increase,89.6613
2024-11-30,US,play_points_earn_rate,11.9,increase,108.4558
2024-12-01,IN,play_points_burn_rate,-44.01,decrease,40.2366
2024-12-01,IN,play_points_earn_rate,-42.37,decrease,57.1225
2024-12-01,US,loyalty_driven_purchases,14.89,increase,258236.9793
2024-12-01,US,offer_cost,15.04,increase,362759.6419
2024-12-01,US,offer_ctr,14.78,increase,0.0344
2024-12-01,US,offer_driven_revenue,14.33,increase,1834534.7565
2024-12-01,US,offer_funnel_conversion,14.58,increase,0.0064
2024-12-01,US,offer_impression_count,15.02,increase,1213918.4466
2024-12-01,US,offer_redemption_count,14.28,increase,63918.3578
2024-12-01,US,offer_redemption_rate,14.59,increase,0.1956
2024-12-01,US,offer_roi,14.35,increase,5.8016
2024-12-01,US,play_points_balance_avg,15.24,increase,2094.1734
2024-12-01,US,play_points_burn_rate,14.79,increase,92.2987
2024-12-01,US,play_points_earn_rate,15.16,increase,111.6417
2024-12-02,IN,play_points_burn_rate,-30.87,decrease,40.6299
2024-12-02,IN,play_points_earn_rate,-29.56,decrease,57.5713
2024-12-02,US,loyalty_driven_purchases,18.43,increase,266466.0849
2024-12-02,US,offer_cost,18.72,increase,374560.6362
2024-12-02,US,offer_ctr,18.63,increase,0.0355
2024-12-02,US,offer_driven_revenue,18.48,increase,1897645.7453
2024-12-02,US,offer_funnel_conversion,18.18,increase,0.0066
2024-12-02,US,offer_impression_count,18.9,increase,1254917.4253
2024-12-02,US,offer_redemption_count,18.15,increase,66033.3358
2024-12-02,US,offer_redemption_rate,18.03,increase,0.2017
2024-12-02,US,offer_roi,17.98,increase,5.9864
2024-12-02,US,play_points_balance_avg,18.96,increase,2164.1249
2024-12-02,US,play_points_burn_rate,18.48,increase,95.2743
2024-12-02,US,play_points_earn_rate,18.67,increase,115.1824
2024-12-03,IN,play_points_burn_rate,-16.43,decrease,41.2424
2024-12-03,IN,play_points_earn_rate,-15.38,decrease,58.4657
2024-12-03,US,loyalty_driven_purchases,20.9,increase,273718.307
2024-12-03,US,offer_cost,20.82,increase,383962.8401
2024-12-03,US,offer_ctr,20.81,increase,0.0365
2024-12-03,US,offer_driven_revenue,20.81,increase,1947884.8362
2024-12-03,US,offer_funnel_conversion,20.73,increase,0.0068
2024-12-03,US,offer_impression_count,21.42,increase,1289559.5495
2024-12-03,US,offer_redemption_count,20.78,increase,67864.6577
2024-12-03,US,offer_redemption_rate,19.87,increase,0.2064
2024-12-03,US,offer_roi,20.25,increase,6.1425
2024-12-03,US,play_points_balance_avg,21.2,increase,2222.6122
2024-12-03,US,play_points_burn_rate,21.19,increase,97.965
2024-12-03,US,play_points_earn_rate,20.7,increase,118.1985
2024-12-04,US,loyalty_driven_purchases,19.31,increase,275748.4642
2024-12-04,US,offer_cost,18.71,increase,385766.6434
2024-12-04,US,offer_ctr,19.02,increase,0.0366
2024-12-04,US,offer_driven_revenue,18.72,increase,1956754.5408
2024-12-04,US,offer_funnel_conversion,18.98,increase,0.0068
2024-12-04,US,offer_impression_count,19.74,increase,1298128.4439
2024-12-04,US,offer_redemption_count,18.97,increase,68299.6645
2024-12-04,US,offer_redemption_rate,18.05,increase,0.2074
2024-12-04,US,offer_roi,18.53,increase,6.1759
2024-12-04,US,play_points_balance_avg,19.43,increase,2236.6646
2024-12-04,US,play_points_burn_rate,19.3,increase,98.576
2024-12-04,US,play_points_earn_rate,18.93,increase,118.886
2024-12-05,US,loyalty_driven_purchases,15.88,increase,274862.0316
2024-12-05,US,offer_cost,14.71,increase,383576.1286
2024-12-05,US,offer_ctr,15.2,increase,0.0364
2024-12-05,US,offer_driven_revenue,15.17,increase,1946761.0221
2024-12-05,US,offer_funnel_conversion,15.17,increase,0.0068
2024-12-05,US,offer_impression_count,16.05,increase,1293098.5291
2024-12-05,US,offer_redemption_count,15.61,increase,68128.5735
2024-12-05,US,offer_redemption_rate,14.53,increase,0.2065
2024-12-05,US,offer_roi,14.93,increase,6.1476
2024-12-05,US,play_points_balance_avg,15.62,increase,2227.662
2024-12-05,US,play_points_burn_rate,15.52,increase,98.2351
2024-12-05,US,play_points_earn_rate,15.28,increase,118.4445
2024-12-06,GB,play_points_burn_rate,10.15,increase,88.2101
2024-12-06,JP,avg_session_duration,10.22,increase,8.4321
2024-12-06,NG,wau,10.16,increase,2850476.1067
2024-12-06,PH,dau,10.12,increase,1045175.1991
2024-12-06,PH,wau,10.03,increase,2849539.4558
2024-12-06,RU,wau,10.18,increase,2844004.4088
2024-12-06,US,avg_session_duration,10.25,increase,8.459
2024-12-06,US,loyalty_driven_purchases,12.21,increase,273565.0879
2024-12-06,US,offer_cost,11.02,increase,381252.1214
2024-12-06,US,offer_ctr,11.56,increase,0.0363
2024-12-06,US,offer_driven_revenue,11.34,increase,1934544.3641
2024-12-06,US,offer_funnel_conversion,11.39,increase,0.0067
2024-12-06,US,offer_impression_count,12.59,increase,1287823.3342
2024-12-06,US,offer_redemption_count,12.35,increase,67927.1235
2024-12-06,US,offer_redemption_rate,10.85,increase,0.2053
2024-12-06,US,offer_roi,11.37,increase,6.1138
2024-12-06,US,play_points_balance_avg,12.06,increase,2216.0962
2024-12-06,US,play_points_burn_rate,12.19,increase,97.9048
2024-12-06,US,play_points_earn_rate,11.95,increase,118.1259
2024-12-06,VN,offer_impression_count,10.07,increase,248481.9762
2024-12-06,VN,wau,10.06,increase,2851011.9464
2024-12-07,BR,avg_session_duration,12.1,increase,7.0301
2024-12-07,BR,avg_time_to_redemption,10.28,increase,16.4969
2024-12-07,BR,churn_rate,11.37,increase,0.1337
2024-12-07,BR,d30_retention,10.91,increase,0.0866
2024-12-07,BR,d7_retention,10.86,increase,0.2372
2024-12-07,BR,dau,12.05,increase,2704756.09
2024-12-07,BR,install_to_first_purchase_rate,11.11,increase,0.0307
2024-12-07,BR,loyalty_driven_purchases,12.21,increase,113536.3801
2024-12-07,BR,ltv_30d,10.97,increase,2.4653
2024-12-07,BR,offer_cost,10.71,increase,134931.1814
2024-12-07,BR,offer_ctr,10.89,increase,0.0291
2024-12-07,BR,offer_driven_revenue,11.14,increase,501411.8297
2024-12-07,BR,offer_funnel_conversion,11.27,increase,0.0036
2024-12-07,BR,offer_impression_count,11.86,increase,647896.521
2024-12-07,BR,offer_redemption_count,11.6,increase,26819.693
2024-12-07,BR,offer_redemption_rate,11.49,increase,0.1266
2024-12-07,BR,offer_roi,10.87,increase,4.1013
2024-12-07,BR,play_points_balance_avg,11.99,increase,1095.7822
2024-12-07,BR,play_points_burn_rate,11.83,increase,44.8377
2024-12-07,BR,play_points_earn_rate,12.21,increase,63.7154
2024-12-07,BR,revenue_per_user,10.75,increase,1.3891
2024-12-07,BR,sessions_per_user,11.96,increase,2.149
2024-12-07,BR,store_visit_to_install_rate,11.35,increase,0.316
2024-12-07,BR,subscription_conversion_rate,11.5,increase,0.0467
2024-12-07,BR,wau,11.87,increase,7186593.3308
2024-12-07,DE,avg_session_duration,12.44,increase,8.6187
2024-12-07,DE,avg_time_to_redemption,10.34,increase,11.9337
2024-12-07,DE,churn_rate,10.97,increase,0.0889
2024-12-07,DE,d30_retention,10.82,increase,0.1294
2024-12-07,DE,d7_retention,11.15,increase,0.3031
2024-12-07,DE,dau,11.63,increase,3304323.4491
2024-12-07,DE,install_to_first_purchase_rate,11.41,increase,0.0494
2024-12-07,DE,loyalty_driven_purchases,12.42,increase,252847.3173
2024-12-07,DE,ltv_30d,10.73,increase,6.0354
2024-12-07,DE,offer_cost,10.82,increase,349904.8908
2024-12-07,DE,offer_ctr,11.11,increase,0.0333
2024-12-07,DE,offer_driven_revenue,10.93,increase,1778784.8298
2024-12-07,DE,offer_funnel_conversion,10.64,increase,0.0062
2024-12-07,DE,offer_impression_count,12.31,increase,1185560.9375
2024-12-07,DE,offer_redemption_count,12.13,increase,62634.35
2024-12-07,DE,offer_redemption_rate,10.82,increase,0.1893
2024-12-07,DE,offer_roi,11.4,increase,5.6335
2024-12-07,DE,play_points_balance_avg,12.48,increase,2045.1905
2024-12-07,DE,play_points_burn_rate,11.76,increase,89.9441
2024-12-07,DE,play_points_earn_rate,11.72,increase,108.8166
2024-12-07,DE,revenue_per_user,10.3,increase,2.9684
2024-12-07,DE,sessions_per_user,12.06,increase,2.2959
2024-12-07,DE,store_visit_to_install_rate,10.9,increase,0.3578
2024-12-07,DE,subscription_conversion_rate,11.37,increase,0.0724
2024-12-07,DE,wau,12.1,increase,8832137.28
2024-12-07,EG,avg_session_duration,12.57,increase,5.4088
2024-12-07,EG,churn_rate,11.5,increase,0.2005
2024-12-07,EG,d30_retention,11.25,increase,0.0541
2024-12-07,EG,d7_retention,11.18,increase,0.1622
2024-12-07,EG,dau,12.06,increase,1067049.6088
2024-12-07,EG,install_to_first_purchase_rate,11.03,increase,0.0165
2024-12-07,EG,loyalty_driven_purchases,12.29,increase,29644.4542
2024-12-07,EG,ltv_30d,10.56,increase,0.8473
2024-12-07,EG,offer_cost,11.0,increase,34694.9852
2024-12-07,EG,offer_ctr,11.18,increase,0.0218
2024-12-07,EG,offer_driven_revenue,11.18,increase,95415.0604
2024-12-07,EG,offer_funnel_conversion,11.06,increase,0.0016
2024-12-07,EG,offer_impression_count,11.53,increase,253168.3539
2024-12-07,EG,offer_redemption_count,12.07,increase,6311.8072
2024-12-07,EG,offer_redemption_rate,10.98,increase,0.0736
2024-12-07,EG,offer_roi,11.2,increase,3.0832
2024-12-07,EG,play_points_balance_avg,12.37,increase,438.3854
2024-12-07,EG,play_points_burn_rate,12.28,increase,18.7724
2024-12-07,EG,play_points_earn_rate,11.87,increase,30.029
2024-12-07,EG,revenue_per_user,10.77,increase,0.502
2024-12-07,EG,sessions_per_user,12.0,increase,1.7019
2024-12-07,EG,store_visit_to_install_rate,11.37,increase,0.2503
2024-12-07,EG,subscription_conversion_rate,10.91,increase,0.0278
2024-12-07,EG,wau,12.39,increase,2913424.5739
2024-12-07,GB,avg_session_duration,12.22,increase,8.6269
2024-12-07,GB,avg_time_to_redemption,10.05,increase,11.9157
2024-12-07,GB,churn_rate,11.05,increase,0.0889
2024-12-07,GB,d30_retention,11.11,increase,0.1299
2024-12-07,GB,d7_retention,11.53,increase,0.3029
2024-12-07,GB,dau,12.36,increase,3314542.6663
2024-12-07,GB,install_to_first_purchase_rate,11.4,increase,0.0495
2024-12-07,GB,loyalty_driven_purchases,12.06,increase,252916.9081
2024-12-07,GB,ltv_30d,10.34,increase,6.0441
2024-12-07,GB,offer_cost,10.85,increase,350122.8256
2024-12-07,GB,offer_ctr,10.75,increase,0.0333
2024-12-07,GB,offer_driven_revenue,10.62,increase,1772425.817
2024-12-07,GB,offer_funnel_conversion,10.89,increase,0.0062
2024-12-07,GB,offer_impression_count,12.35,increase,1185962.8981
2024-12-07,GB,offer_redemption_count,12.38,increase,62649.4661
2024-12-07,GB,offer_redemption_rate,11.04,increase,0.1893
2024-12-07,GB,offer_roi,11.36,increase,5.634
2024-12-07,GB,play_points_balance_avg,12.5,increase,2045.4553
2024-12-07,GB,play_points_burn_rate,12.66,increase,90.2869
2024-12-07,GB,play_points_earn_rate,11.59,increase,108.6217
2024-12-07,GB,revenue_per_user,10.64,increase,2.9797
2024-12-07,GB,sessions_per_user,12.06,increase,2.2868
2024-12-07,GB,store_visit_to_install_rate,11.09,increase,0.3585
2024-12-07,GB,subscription_conversion_rate,11.45,increase,0.0724
2024-12-07,GB,wau,12.01,increase,8823001.7591
2024-12-07,ID,avg_session_duration,12.42,increase,7.0421
2024-12-07,ID,avg_time_to_redemption,10.64,increase,16.5789
2024-12-07,ID,churn_rate,11.27,increase,0.1335
2024-12-07,ID,d30_retention,10.77,increase,0.0864
2024-12-07,ID,d7_retention,11.41,increase,0.2379
2024-12-07,ID,dau,12.23,increase,2709202.8552
2024-12-07,ID,install_to_first_purchase_rate,11.03,increase,0.0307
2024-12-07,ID,loyalty_driven_purchases,12.08,increase,113655.5793
2024-12-07,ID,ltv_30d,10.64,increase,2.4655
2024-12-07,ID,offer_cost,11.08,increase,135200.5049
2024-12-07,ID,offer_ctr,10.9,increase,0.0291
2024-12-07,ID,offer_driven_revenue,11.19,increase,501986.7437
2024-12-07,ID,offer_funnel_conversion,11.13,increase,0.0036
2024-12-07,ID,offer_impression_count,11.82,increase,648679.8659
2024-12-07,ID,offer_redemption_count,11.94,increase,26868.4487
2024-12-07,ID,offer_redemption_rate,10.95,increase,0.1259
2024-12-07,ID,offer_roi,10.84,increase,4.1023
2024-12-07,ID,play_points_balance_avg,11.39,increase,1089.1797
2024-12-07,ID,play_points_burn_rate,11.41,increase,44.9041
2024-12-07,ID,play_points_earn_rate,12.22,increase,63.9543
2024-12-07,ID,revenue_per_user,10.99,increase,1.3907
2024-12-07,ID,sessions_per_user,11.7,increase,2.1464
2024-12-07,ID,store_visit_to_install_rate,11.22,increase,0.3157
2024-12-07,ID,subscription_conversion_rate,11.24,increase,0.0467
2024-12-07,ID,wau,12.18,increase,7194665.6023
2024-12-07,IN,avg_session_duration,12.4,increase,7.0457
2024-12-07,IN,avg_time_to_redemption,10.29,increase,16.5648
2024-12-07,IN,churn_rate,11.47,increase,0.1337
2024-12-07,IN,d30_retention,11.03,increase,0.0864
2024-12-07,IN,d7_retention,11.15,increase,0.2381
2024-12-07,IN,dau,12.03,increase,2710291.6476
2024-12-07,IN,install_to_first_purchase_rate,10.94,increase,0.0307
2024-12-07,IN,loyalty_driven_purchases,12.11,increase,113803.7152
2024-12-07,IN,ltv_30d,10.8,increase,2.4607
2024-12-07,IN,offer_cost,10.88,increase,134850.7406
2024-12-07,IN,offer_ctr,11.05,increase,0.0291
2024-12-07,IN,offer_driven_revenue,10.92,increase,500817.5623
2024-12-07,IN,offer_funnel_conversion,11.0,increase,0.0036
2024-12-07,IN,offer_impression_count,12.25,increase,649699.7735
2024-12-07,IN,offer_redemption_count,11.78,increase,26800.7844
2024-12-07,IN,offer_redemption_rate,10.93,increase,0.126
2024-12-07,IN,offer_roi,11.04,increase,4.1048
2024-12-07,IN,play_points_balance_avg,12.14,increase,1094.8966
2024-12-07,IN,play_points_burn_rate,11.86,increase,44.9611
2024-12-07,IN,play_points_earn_rate,12.0,increase,63.7431
2024-12-07,IN,revenue_per_user,10.92,increase,1.3872
2024-12-07,IN,sessions_per_user,12.04,increase,2.1489
2024-12-07,IN,store_visit_to_install_rate,11.25,increase,0.3158
2024-12-07,IN,subscription_conversion_rate,11.49,increase,0.0468
